Article_ID,Sentence
7,"The Motley Fool owns and recommends Berkshire Hathaway (B shares), Palantir Technologies Inc., Salesforce.com, and Snowflake Inc."
7,"The Motley Fool recommends the following options: long January 2023 $200 calls on Berkshire Hathaway (B shares), short January 2023 $200 puts on Berkshire Hathaway (B shares), and short January 2023 $265 calls on Berkshire Hathaway (B shares)."
7,The Motley Fool has a disclosure policy.
7,"The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc."
8,Investors from all walks of life idolize Warren Buffett for his stock-picking prowess.
8,"Buffett started investing in stocks when he was only 11, but he didn't become a billionaire until age 56, and there's been no looking back since."
8,Buffett's net worth right now is around $97 billion.
8,Buffett has shown how investing in stocks for the long term can generate life-changing wealth.
8,"His company, Berkshire Hathaway, owns more than 50 stocks, most of which were first purchased several years ago."
8,"You too can build wealth if you start early, and buy and hold high-conviction stocks."
8,"Here are three such rock-solid Buffett stocks you can buy for as little as $1,000 and hold forever."
8,"This transformation should pay off
First up is Johnson & Johnson (NYSE: JNJ)."
8,"Buffett hasn't traded or spoken much about J&J over the years, but the fact that he first bought the healthcare stock almost 16 years ago and continues to own it bespeaks his conviction in the healthcare giant."
8,"The easiest argument in favor of J&J stock amid market volatility is its clout in healthcare, which also makes it an attractive defensive stock."
8,"To put that into context, J&J has handily outperformed the market this year, and for all we know, this could just be the beginning as J&J transforms itself."
8,J&J plans to spin off its consumer health business into a separate publicly traded company within the next 18 to 24 months.
8,"That will leave it with two high-potential, fast-growing segments -- pharmaceuticals and medical devices."
8,"In 2021, 52% of J&J's sales came from pharmaceuticals that include well-known drugs for complex diseases, while medical devices brought in 27% of its sales."
8,"The remaining sales came from consumer health which, despite including iconic brands like Neutrogena, Tylenol, and Listerine, is a cyclical business and has been a laggard on J&J's margins."
8,"While J&J works toward its transformation, you can sit back and enjoy a 2.5% yield backed by steady and growing dividends."
8,"Buffett loves dividends, and J&J is a Dividend King that has hiked dividends every year for 60 consecutive years."
8,"Buffett saw promise in this stock when no one else did
The second Buffet stock to buy -- and I've been pounding the table on this one for several months now -- is BYD (OTC: BYDDY)."
8,"The S&P 500 has shed almost 18% value so far this year, but BYD stock is up 19% so far."
8,There's a reason why BYD is outperforming the market.
8,"BYD has only recently caught Wall Street's attention, but Buffett spotted potential in the Chinese electric vehicle (EV) manufacturer as early as 2008."
8,"Today, China is the world's largest EV market, and BYD is a leader in the industry."
8,"In fact, BYD sees so much potential in plug-in hybrids and all-electric vehicles that it stopped production of traditional internal combustion engine vehicles in March."
8,"BYD's sales more than doubled in May, and it now reportedly has a backlog of nearly 600,000 units, according to local Chinese media outlets."
8,"Between January and May alone, BYD sold more than 500,000 vehicles, close to the number it sold in 2021."
8,"Aside from passenger cars, BYD also makes commercial vehicles, and even builds and sells them in the U.S. BYD is also one of the leading battery makers in China and has reportedly even struck a battery-supply deal with EV giant Tesla."
8,"Lithium is one of the hottest metals right now, so much so that BYD plans to buy several lithium mines in Africa to secure a long-term supply."
8,"BYD is doing everything right in an industry with exponential growth potential, making it a no-brainer Buffett stock to own."
8,"A no-brainer Buffett cash cow stock to buy
Visa (NYSE: V) is the third and one of the smartest Buffett stocks you could buy right now and own for as long as you possibly can."
8,Many expected Visa's growth to pause as consumers fall back on cash after relying on online purchases and digital payments over the past couple of years when the COVID-19 pandemic raged.
8,"However, digital payments continue to displace cash."
8,"Visa processed 7.9 billion more payments transactions across debit and credit cards but 16 million fewer cash transactions (including cash access, balance access, and balance transfer transactions) in its second quarter ended March 31."
8,"Remember, the war on cash isn't a fad but a secular trend that Visa, the industry leader, is perfectly poised to ride."
8,And here's something else that works in its favor: Visa is not a lender but only processes payments made using its co-branded cards in return for a fee.
8,Such a business model is not only asset-light but free from credit risks that most financial stocks typically face.
8,And it's huge: Visa processed payments and cash transactions worth $13 trillion in 2021 and had nearly 3.7 billion cards issued worldwide.
8,"It's no surprise, then, that owning shares of a cash cow with solid margins in a growing industry has turned out to be so lucrative for long-term investors."
8,"It should continue to be lucrative for those who buy this Buffett stock that's still down about 14% in the past one year and trading at a price/earnings-to-growth (PEG) ratio of 1.39 times, considerably below its five-year average PEG."
8,"10 stocks we like better than Johnson & Johnson
When our award-winning analyst team has a stock tip, it can pay to listen."
8,"After all, the newsletter they have run for over a decade, Motley Fool Stock Advisor, has tripled the market.*
They just revealed what they believe are the ten best stocks for investors to buy right now..."
8,and Johnson & Johnson wasn't one of them!
8,That's right -- they think these 10 stocks are even better buys.
8,"See the 10 stocks
*Stock Advisor returns as of June 2, 2022
Neha Chamaria has no position in any of the stocks mentioned."
8,"The Motley Fool has positions in and recommends BYD, Berkshire Hathaway (B shares), Tesla, and Visa."
8,"The Motley Fool recommends Johnson & Johnson and recommends the following options: long January 2023 $200 calls on Berkshire Hathaway (B shares), short January 2023 $200 puts on Berkshire Hathaway (B shares), and short January 2023 $265 calls on Berkshire Hathaway (B shares)."
8,The Motley Fool has a disclosure policy.
8,"The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc."
9,The following are today's upgrades for Validea's P/E/Growth Investor model based on the published strategy of Peter Lynch.
9,This strategy looks for stocks trading at a reasonable price relative to earnings growth that also possess strong balance sheets.
9,BERKSHIRE HATHAWAY INC.
9,(BRK.A) is a large-cap growth stock in the Insurance (Prop.
9,& Casualty) industry.
9,The rating according to our strategy based on Peter Lynch changed from 87% to 91% based on the firm’s underlying fundamentals and the stock’s valuation.
9,A score of 80% or above typically indicates that the strategy has some interest in the stock and a score above 90% typically indicates strong interest.
9,Company Description: Berkshire Hathaway Inc.
9,is a holding company owning subsidiaries engaged in various business activities.
9,"Its segments include Insurance, such as GEICO, Berkshire Hathaway Primary Group, General Re Corporation and Berkshire Hathaway Reinsurance Group; Burlington Northern Santa Fe, LLC, which is engaged in the operation of the railroad system; Berkshire Hathaway Energy, which includes regulated electric and gas utility; Manufacturing, which includes manufacturers of various products, including industrial, consumer and building products; McLane Company, which is engaged in the wholesale distribution of groceries and non-food items; Service and retailing, which includes providers of various services, including fractional aircraft ownership programs, aviation pilot training and various retailing businesses, and Finance and financial products, which includes manufactured housing and related consumer financing, transportation equipment, manufacturing and leasing, and furniture leasing."
9,The following table summarizes whether the stock meets each of this strategy's tests.
9,"Not all criteria in the below table receive equal weighting or are independent, but the table provides a brief overview of the strong and weak points of the security in the context of the strategy's criteria."
9,"P/E/GROWTH RATIO: PASS
SALES AND P/E RATIO: PASS
EPS GROWTH RATE: PASS
TOTAL DEBT/EQUITY RATIO: NEUTRAL
EQUITY/ASSETS RATIO: PASS
RETURN ON ASSETS: PASS
FREE CASH FLOW: NEUTRAL
NET CASH POSITION: NEUTRAL
Detailed Analysis of BERKSHIRE HATHAWAY INC."
9,"Full Guru Analysis for BRK.A
Full Factor Report for BRK.A
NORTHRIM BANCORP, INC."
9,(NRIM) is a small-cap value stock in the Regional Banks industry.
9,The rating according to our strategy based on Peter Lynch changed from 72% to 74% based on the firm’s underlying fundamentals and the stock’s valuation.
9,A score of 80% or above typically indicates that the strategy has some interest in the stock and a score above 90% typically indicates strong interest.
9,"Company Description: Northrim BanCorp, Inc."
9,is a bank holding company.
9,The Company operates in two segments: Community Banking and Home Mortgage Lending.
9,The Community Banking segment's principal business focus is the offering of loan and deposit products to business and consumer customers in its primary market areas.
9,The Community Banking segment operates approximately 10 branches throughout Alaska.
9,The Home Mortgage Lending segment's principal business focus is the origination and sale of mortgage loans for one- to four-family residential properties.
9,"Its loan products include short and medium-term commercial loans, commercial credit lines, construction and real estate loans, and consumer loans."
9,Its commercial loan portfolio includes both secured and unsecured loans for working capital and expansion.
9,It provides construction lending for commercial real estate projects.
9,"It offers personal loans for automobiles, recreational vehicles, boats, and other larger consumer purchases."
9,The following table summarizes whether the stock meets each of this strategy's tests.
9,"Not all criteria in the below table receive equal weighting or are independent, but the table provides a brief overview of the strong and weak points of the security in the context of the strategy's criteria."
9,"YIELD ADJUSTED P/E TO GROWTH (PEG) RATIO: PASS
EARNINGS PER SHARE: PASS
TOTAL DEBT/EQUITY RATIO: NEUTRAL
EQUITY/ASSETS RATIO: PASS
RETURN ON ASSETS: PASS
FREE CASH FLOW: NEUTRAL
NET CASH POSITION: NEUTRAL
Detailed Analysis of NORTHRIM BANCORP, INC."
9,"Full Guru Analysis for NRIM
Full Factor Report for NRIM
More details on Validea's Peter Lynch strategy
Peter Lynch Stock Ideas
About Peter Lynch: Perhaps the greatest mutual fund manager of all-time, Lynch guided Fidelity Investment's Magellan Fund to a 29.2 percent average annual return from 1977 until his retirement in 1990, almost doubling the S&P 500's 15.8 percent yearly return over that time."
9,Lynch's common sense approach and quick wit made him one of the most quoted investors on Wall Street.
9,"(""Go for a business that any idiot can run -- because sooner or later, any idiot probably is going to run it,"" is one of his many pearls of wisdom.) Lynch's bestseller One Up on Wall Street is something of a ""stocks for the everyman/everywoman"", breaking his approach down into easy-to-understand concepts."
9,About Validea: Validea is aninvestment researchservice that follows the published strategies of investment legends.
9,"Validea offers both stock analysis and model portfolios based on gurus who have outperformed the market over the long-term, including Warren Buffett, Benjamin Graham, Peter Lynch and Martin Zweig."
9,"For more information about Validea, click here
The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc."
10,"InvestorPlace - Stock Market News, Stock Advice & Trading Tips
Bitcoin (CCC: BTC-USD ) is starting to remind me of the ending of a classic gangster film."
10,"At the end of the 1931 film Little Caesar , Edward G."
10,"Robinson's title character lies dying in the street and asks, ""Is this the end of Rico?"" It certainly wasn't for Robinson, who became a legendary actor playing variations of the character."
10,"But it was the end of the movie, the end of the bad guy … the end of that story."
10,"That may be what we're seeing with thebitcoin price
Bitcoin has always been a haven for crooks, charlatans and con artists, as well as alleged crooks, charlatans and con artists."
10,Many sponsors simply ran off with the proceeds from their Initial Coin Offerings.
10,Exchanges went under or were accused of price manipulation in regards to the price of bitcoin.
10,"China, where much of the action has occurred, has been trying to ban bitcoin entirely, like Mao waking from troubled dreams to find he has become a market cockroach."
10,All of this has placed a heavy burden on thebitcoin priceover the past few months.
10,"Bitcoin: Oceans Rise, Empires Fall
This week, thebitcoin priceand other cryptocurrencies are in what some are calling a final, climactic fall , with the price of bitcoin dropping to the low $6,000s as of this was writing."
10,"That gives bitcoin a market cap of $111 billion, the amount of cash Berkshire Hathaway (NYSE: BRK.A , NYSE: BRK.B ) CEO Warren Buffett reportedly had burning a hole in his pocket last month."
10,"Your Chance to Cash In With Legal Sports Betting
Other cryptocurrencies are falling even faster, with the total market value of over 1,900 cryptocurrencies now estimated to be $202 billion."
10,The catalyst for the latest collapse came in reports that Goldman Sachs (NYSE: GS ) is backing off plans to create a cryptocurrency trading desk.
10,"Such a move would put a Wall Street imprimatur on the market, bulls say, but Goldman has been Godot in this play , and the traders acting as Vladimir and Estragon."
10,"(Reporters play the boy.)
Another catalyst may be the introduction of a ""membership program"" by Shapeshift, a major crypto exchange."
10,"While pushed by CEO Erik Voorhees as an optional ""loyalty program,"" the exchange will soon make membership mandatory, meaning traders will have to give identities to play in the market."
10,"""Yes, that last detail sucks,"" Voorhees writes, but anonymity, and the resulting freedom from government oversight, is what attracted a lot of people to crypto in the first place."
10,"The Bitcoin Price: It's About China
China's moves may be a bigger catalyst."
10,China is the largest bitcoin market.
10,"It's where the biggest miners live, where the biggest exchanges have been."
10,"Throughout 2018, China has been cracking down, in fits and starts."
10,On Aug.
10,"5, agencies warned against speculation , and two weeks later blocked access to offshore exchanges."
10,"Tencent (OTCMKTS: TCEHY ) and Alibaba (NYSE: BABA ) no longer support bitcoin in payment apps, and other countries are supporting the clampdown."
10,"Russia has seized bitcoin ATMs , and England has issued warnings against ""unauthorized"" exchanges."
10,"What China is trying to do is clear out the bitcoin stables, while supporting new blockchain applications."
10,"Bitcoin has a bad odor, but the underlying technology, with encrypted blocks in a general ledger, holds promise for tracking assets and reducing trading costs."
10,"ICE Hope
Intercontinental Exchange (NYSE: ICE ), owners of the New York Stock Exchange, has not abandoned its plans for Bakkt, its regulated crypto platform, with crypto bulls hoping that its launch in November will firm prices."
10,"That might happen, but it won't be your father's bitcoin."
10,"If bitcoin has a future, it's as a fully regulated, Wall Street standards compliant, and government-approved asset class."
10,That's what ICE is building.
10,"That's not what the ""Bitcoin Boys"" signed up for, with their cyber-libertarian ideals, hidden fortunes and buyer beware ethos."
10,"Thebitcoin pricemight make a comeback, but for now, people are exiting the theater to await that second show."
10,Dana Blankenhorn is a financial and technology journalist.
10,"He is the author of a mystery novella involving bitcoin, The Reluctant Detective Saves the World , available now at the Amazon Kindle store."
10,Write him at danablankenhorn@gmail.com or follow him on Twitter at @danablankenhorn .
10,"As of this writing, he owned shares in BABA."
10,"To follow the value of cryptocurrencies bookmark https://coinmarketcap.com/
More From InvestorPlace
Your Chance to Cash In With Legal Sports Betting
Trump Supreme Court Creates Legal Sports Betting Investment Bonanza
5 Penny Stocks You'd Have to Be Crazy to Buy
10 Oil Stocks That Are Worth a Second Look
Compare Brokers
The post Bitcoin: Is This the End of Rico?"
10,appeared first on InvestorPlace .
10,"The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc."
10,"The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc."
